"Supplementary Data 6. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Amoxicillin
MTBC_A1	C00014951	SRR2101000	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00014954	SRR2101002	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00014960	SRR2101008	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00014970	SRR2101018	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00014973	SRR2101020	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00014993	SRR2101035	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00015000	SRR2101038	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00015007	SRR2101043	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00015014	SRR2101050	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00015022	SRR2101056	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00015027	SRR2101061	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00015221	SRR2101062	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016850	SRR2101089	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016851	SRR2101090	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016853	SRR2101092	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016860	SRR2101099	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016863	SRR2101102	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016874	SRR2101113	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016881	SRR2101120	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016884	SRR2101123	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016887	SRR2101126	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A1	C00016892	SRR2101131	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016897	SRR2101136	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016898	SRR2101137	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016899	SRR2101138	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016901	SRR2101140	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016903	SRR2101142	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016907	SRR2101146	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016912	SRR2101151	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016916	SRR2101155	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016917	SRR2101156	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016919	SRR2101158	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016922	SRR2101161	africanum	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016924	SRR2101163	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016930	SRR2101169	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016934	SRR2101173	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00016943	SRR2101182	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017919	SRR2101186	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017922	SRR2101188	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017923	SRR2101189	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017926	SRR2101192	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017937	SRR2101203	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017949	SRR2101215	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017954	SRR2101220	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017956	SRR2101222	africanum	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017969	SRR2101235	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017973	SRR2101238	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017975	SRR2101240	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A1	C00017976	SRR2101241	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017977	SRR2101242	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017987	SRR2101252	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017988	SRR2101253	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017989	SRR2101254	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017991	SRR2101256	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017992	SRR2101257	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00017999	SRR2101264	africanum	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00018000	SRR2101265	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00018001	SRR2101266	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00018005	SRR2101270	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A1	C00018006	SRR2101271	tuberculosis	S	S	S	 	 	 	 	 	 	 
