"Supplementary Data 9. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Amoxicillin
MTBC_B	646-10	ERR550825		S	S	S	 	 	 	R	 	 	 
MTBC_B	6483-11	ERR552060		S	S	S	 	 	 	S	 	 	 
MTBC_B	6509-10	ERR551346		S	S	S	 	 	 	S	 	 	 
MTBC_B	6511-08	ERR551753		S	S	S	 	 	 	S	 	 	 
MTBC_B	6516-01	ERR550892;ERR550893		R	R	R	 	 	 	R	 	 	 
MTBC_B	6519-01	ERR552611;ERR552610		R	R	S	 	 	 	R	 	 	 
MTBC_B	6545-12	ERR550730		S	S	S	 	 	 	S	 	 	 
MTBC_B	6550-09	ERR552490		S	S	S	 	 	 	S	 	 	 
MTBC_B	6557-11	ERR552375		S	S	S	 	 	 	S	 	 	 
MTBC_B	6570-05	ERR551356		S	S	S	 	 	 	S	 	 	 
MTBC_B	6577-07	ERR552577		S	S	S	 	 	 	S	 	 	 
MTBC_B	6578-10	ERR552812		S	S	S	 	 	 	S	 	 	 
MTBC_B	6581-05	ERR553023;ERR553022		R	R	S	 	S	S	R	 	 	S
MTBC_B	6581-06	ERR550633		S	S	S	 	 	 	S	 	 	 
MTBC_B	6586-05	ERR551539;ERR551540		R	R	R	 	R	R	R	 	 	S
MTBC_B	659-08	ERR551719		S	S	S	 	 	 	S	 	 	 
MTBC_B	6597-12	ERR553036		S	S	S	 	 	 	S	 	 	 
MTBC_B	6629-07	ERR552345		S	S	S	 	 	 	S	 	 	 
MTBC_B	6656-07	ERR552276		S	S	S	 	 	 	S	 	 	 
MTBC_B	6663-11	ERR552597		S	S	S	 	 	 	S	 	 	 
MTBC_B	6667-07	ERR551012		S	S	S	 	 	 	S	 	 	 
MTBC_B	6668-07	ERR550767		S	S	S	 	 	 	S	 	 	 
MTBC_B	6688-04	ERR550685;ERR550684		R	R	R	 	S	S	R	 	 	S
MTBC_B	6689-04	ERR550848;ERR550849		R	R	R	 	R	R	R	 	 	S
MTBC_B	6689-07	ERR551715		S	S	S	 	 	 	S	 	 	 
MTBC_B	6690-04	ERR551460;ERR551461		R	R	R	 	S	S	R	 	 	S
MTBC_B	6691-04	ERR552458;ERR552457		R	R	R	 	S	S	R	 	 	S
MTBC_B	6693-04	ERR550914;ERR550915		R	R	R	 	S	S	R	 	 	S
MTBC_B	6694-04	ERR552510;ERR552509		R	R	R	 	R	R	R	 	 	S
MTBC_B	6695-04	ERR551478;ERR551477		R	R	 	 	R	R	R	 	 	S
MTBC_B	6699-07	ERR552248		S	S	S	 	 	 	S	 	 	 
MTBC_B	6708-09	ERR552724		S	S	S	 	 	 	S	 	 	 
MTBC_B	673-04	ERR550890;ERR550891		R	R	R	 	R	R	S	 	 	S
MTBC_B	674-04	ERR552047		R	R	R	 	S	S	R	 	 	S
MTBC_B	6753-07	ERR551802		S	S	S	 	 	 	S	 	 	 
MTBC_B	6754-06	ERR552367		S	S	S	 	 	 	S	 	 	 
MTBC_B	6755-05	ERR498376;ERR498375		S	S	S	 	 	 	S	 	 	 
MTBC_B	676-04	ERR550806;ERR550807		R	R	R	 	R	R	S	 	 	S
MTBC_B	677-04	ERR552080;ERR552079		R	R	S	 	S	S	R	 	 	S
MTBC_B	678-04	ERR552410;ERR552409		R	R	S	 	S	S	R	 	 	S
MTBC_B	6790-05	ERR551684		S	S	S	 	 	 	S	 	 	 
MTBC_B	6790-09	ERR550828		S	S	S	 	 	 	S	 	 	 
MTBC_B	679-04	ERR551159		R	R	S	 	S	S	R	 	 	S
MTBC_B	6791-05	ERR550802		S	S	S	 	 	 	R	 	 	 
MTBC_B	6791-09	ERR551874		S	S	S	 	 	 	S	 	 	 
MTBC_B	6792-05	ERR550983		S	S	S	 	 	 	S	 	 	 
MTBC_B	6792-09	ERR551114		S	S	S	 	 	 	S	 	 	 
MTBC_B	6792-11	ERR552076		S	S	S	 	 	 	S	 	 	 
MTBC_B	6793-09	ERR551064		S	S	S	 	 	 	S	 	 	 
MTBC_B	6795-11	ERR551345		S	S	S	 	 	 	S	 	 	 
MTBC_B	6810-06	ERR552091		S	S	S	 	 	 	S	 	 	 
MTBC_B	6810-08	ERR550818		S	S	S	 	 	 	S	 	 	 
MTBC_B	6811-05	ERR552568		S	S	S	 	 	 	S	 	 	 
MTBC_B	683-05	ERR553068		R	R	R	 	S	S	R	 	 	S
MTBC_B	684-06	ERR552559;ERR552561;ERR552560		R	R	S	 	S	S	R	 	 	S
MTBC_B	6844-06	ERR551957;ERR551956		R	R	R	 	 	 	R	 	R	 
MTBC_B	685-05	ERR552940;ERR552939		R	R	S	 	R	R	R	 	 	S
MTBC_B	687-05	ERR551894;ERR551895		R	R	S	 	S	S	R	 	 	S
MTBC_B	687-06	ERR552065;ERR552064		R	R	R	 	S	R	R	 	 	S
MTBC_B	688-05	ERR550928;ERR550929		R	R	S	 	S	S	R	 	 	R
MTBC_B	688-06	ERR552926;ERR552927		R	R	R	 	S	S	R	 	 	S
MTBC_B	6894-10	ERR550880		S	S	S	 	 	 	S	 	 	 
MTBC_B	6894-12	ERR551586		S	S	S	 	 	 	S	 	 	 
MTBC_B	6900-07	ERR552693		S	S	S	 	 	 	S	 	 	 
MTBC_B	690-05	ERR552653;ERR552652		R	R	R	 	R	R	R	 	 	S
MTBC_B	691-05	ERR551827;ERR551826		R	R	S	 	S	S	R	 	 	S
MTBC_B	692-05	ERR552519;ERR552520		R	R	R	 	S	S	R	 	 	S
MTBC_B	6922-05	ERR551964		S	S	S	 	 	 	S	 	 	 
MTBC_B	6929-11	ERR552924		S	S	S	 	 	 	S	 	 	 
MTBC_B	693-06	ERR552504;ERR552503		R	R	R	 	R	R	R	 	 	S
MTBC_B	6942-07	ERR552687		S	S	S	 	 	 	S	 	 	 
MTBC_B	695-06	ERR551000;ERR550999		R	R	R	 	S	S	R	 	 	S
MTBC_B	695-12	ERR551397		S	S	S	 	 	 	S	 	 	 
MTBC_B	6952-05	ERR553019		S	S	S	 	 	 	S	 	 	 
MTBC_B	6956-11	ERR550821		S	S	S	 	 	 	S	 	 	 
MTBC_B	696-05	ERR553180;ERR553181		R	R	S	 	S	S	R	 	 	S
MTBC_B	6967-09	ERR552293		S	S	S	 	 	 	S	 	 	 
MTBC_B	6975-01	ERR552274		R	R	R	 	S	 	R	 	 	R
MTBC_B	6977-01	ERR550960;ERR550961		R	R	R	 	 	 	R	 	 	 
MTBC_B	698-05	ERR551947;ERR551946		R	R	R	 	S	S	R	 	 	S
MTBC_B	6981-01	ERR552681;ERR552682		R	R	S	 	 	 	R	 	 	 
MTBC_B	700-10	ERR552966		S	S	S	 	 	 	S	 	 	 
MTBC_B	701-05	ERR551251;ERR551250		R	R	S	 	S	S	R	 	 	S
MTBC_B	702-05	ERR551816;ERR551815		R	R	S	 	R	R	R	 	 	S
MTBC_B	702-06	ERR552834;ERR552833		R	R	R	 	S	S	R	 	 	S
MTBC_B	7035-08	ERR552628		S	S	S	 	 	 	S	 	 	 
MTBC_B	7036-08	ERR552014		S	S	S	 	 	 	S	 	 	 
MTBC_B	7037-08	ERR552953		S	S	S	 	 	 	S	 	 	 
MTBC_B	7038-08	ERR551455		S	S	S	 	 	 	S	 	 	 
MTBC_B	704-05	ERR551596;ERR551595		R	R	S	 	R	R	R	 	 	S
MTBC_B	7043-06	ERR553038		S	S	S	 	 	 	S	 	 	 
MTBC_B	7043-08	ERR551723		S	S	S	 	 	 	S	 	 	 
MTBC_B	7045-06	ERR552028		S	S	S	 	 	 	S	 	 	 
MTBC_B	7056-06	ERR551616		S	S	S	 	 	 	S	 	 	 
MTBC_B	706-05	ERR551771;ERR551770		R	R	S	 	S	S	R	 	 	S
MTBC_B	7068-05	ERR551841		S	S	S	 	 	 	R	 	 	 
MTBC_B	7093-09	ERR551279		S	S	S	 	 	 	S	 	 	 
MTBC_B	7093-11	ERR552868		S	S	S	 	 	 	S	 	 	 
MTBC_B	7106-08	ERR551504		S	S	S	 	 	 	S	 	 	 
MTBC_B	71-09	ERR552428		S	S	S	 	 	 	S	 	 	 
MTBC_B	711-05	ERR551822;ERR551821		R	R	R	 	S	S	R	 	 	S
MTBC_B	7113-11	ERR552781		S	S	S	 	 	 	S	 	 	 
MTBC_B	712-05	ERR552418;ERR552417		R	R	R	 	R	R	R	 	 	S
MTBC_B	7126-08	ERR550620		S	S	S	 	 	 	S	 	 	 
MTBC_B	713-05	ERR552819;ERR552818		R	R	S	 	R	R	R	 	 	S
MTBC_B	7132-05	ERR552770		S	S	S	 	 	 	S	 	 	 
MTBC_B	7137-01	ERR550950;ERR550949		R	R	R	 	 	 	R	 	 	 
MTBC_B	714-05	ERR551259;ERR551258		R	R	R	 	S	S	R	 	 	S
MTBC_B	715-10	ERR551526		S	S	S	 	 	 	S	 	 	 
MTBC_B	718-10	ERR551245		S	S	S	 	 	 	S	 	 	 
MTBC_B	7194-05	ERR553171		S	S	S	 	 	 	S	 	 	 
MTBC_B	7195-05	ERR553066		S	S	S	 	 	 	S	 	 	 
MTBC_B	7204-12	ERR553049		S	S	S	 	 	 	S	 	 	 
MTBC_B	7205-12	ERR551340		S	S	S	 	 	 	S	 	 	 
MTBC_B	7206-12	ERR550618		S	S	S	 	 	 	S	 	 	 
MTBC_B	7207-12	ERR551103		S	S	S	 	 	 	S	 	 	 
MTBC_B	724-11	ERR551898		S	S	S	 	 	 	S	 	 	 
MTBC_B	7258-06	ERR551931		S	S	S	 	 	 	S	 	 	 
MTBC_B	7297-05	ERR552656		S	S	S	 	 	 	S	 	 	 
MTBC_B	7301-08	ERR553276		S	S	S	 	 	 	S	 	 	 
MTBC_B	733-10	ERR552508		S	S	S	 	 	 	S	 	 	 
MTBC_B	7333-07	ERR552705		S	S	S	 	 	 	S	 	 	 
MTBC_B	7334-07	ERR551143		S	S	S	 	 	 	S	 	 	 
MTBC_B	7342-12	ERR550768		S	S	S	 	 	 	R	 	 	 
MTBC_B	7349-05	ERR552513;ERR552514		R	R	R	 	 	 	R	 	 	 
MTBC_B	7350-09	ERR553381		S	S	S	 	 	 	S	 	 	 
MTBC_B	735-10	ERR553262		S	S	S	 	 	 	S	 	 	 
MTBC_B	7369-06	ERR551442		S	S	S	 	 	 	S	 	 	 
MTBC_B	7376-09	ERR551522		S	S	S	 	 	 	S	 	 	 
MTBC_B	7387-09	ERR550856		S	S	S	 	 	 	S	 	 	 
MTBC_B	7417-12	ERR551300		S	S	S	 	 	 	S	 	 	 
MTBC_B	7426-01	ERR552373;ERR552374		R	R	S	 	 	 	R	 	 	 
MTBC_B	7438-11	ERR552299		S	S	S	 	 	 	S	 	 	 
MTBC_B	7440-08	ERR550805		S	S	S	 	 	 	S	 	 	 
MTBC_B	7440-11	ERR550759		S	S	S	 	 	 	S	 	 	 
MTBC_B	7445-09	ERR551518		S	S	S	 	 	 	S	 	 	 
MTBC_B	7467-01	ERR550676;ERR550675		R	R	R	 	 	 	R	 	 	 
MTBC_B	7468-01	ERR551099;ERR551100		R	R	S	 	 	 	R	 	 	 
MTBC_B	7507-05	ERR552805		S	S	S	 	 	 	S	 	 	 
MTBC_B	7542-12	ERR552663		S	S	S	 	 	 	S	 	 	 
MTBC_B	7570-05	ERR553149		S	S	S	 	 	 	S	 	 	 
MTBC_B	7573-10	ERR550951		S	S	S	 	 	 	S	 	 	 
MTBC_B	7586-11	ERR552166		S	S	S	 	 	 	S	 	 	 
MTBC_B	7594-10	ERR552218		S	S	S	 	 	 	S	 	 	 
MTBC_B	7595-10	ERR552350		S	S	S	 	 	 	S	 	 	 
MTBC_B	760-06	ERR551291		S	S	S	 	 	 	S	 	 	 
MTBC_B	7624-05	ERR551213		S	S	S	 	 	 	S	 	 	 
MTBC_B	763-08	ERR550695		S	S	S	 	 	 	S	 	 	 
MTBC_B	7660-06	ERR551936		S	S	S	 	 	 	S	 	 	 
MTBC_B	7661-06	ERR550731		S	S	S	 	 	 	S	 	 	 
MTBC_B	7695-01	ERR550733;ERR550732		R	R	S	 	 	 	R	 	 	 
MTBC_B	7698-01	ERR551417;ERR551418		R	R	R	 	 	 	R	 	 	 
MTBC_B	7701-08	ERR551834		S	S	S	 	 	 	S	 	 	 
MTBC_B	770-10	ERR552009		S	S	S	 	 	 	S	 	 	 
MTBC_B	7768-06	ERR551940		S	S	S	 	 	 	S	 	 	 
MTBC_B	7769-06	ERR552100		S	S	S	 	 	 	S	 	 	 
MTBC_B	7803-05	ERR552944		S	R	S	 	 	 	S	 	 	 
MTBC_B	7816-09	ERR551696		S	S	S	 	 	 	S	 	 	 
MTBC_B	7820-05	ERR550776		S	S	S	 	 	 	S	 	 	 
MTBC_B	7826-10	ERR551260		S	S	S	 	 	 	R	 	 	 
MTBC_B	7828-07	ERR550621		S	S	S	 	 	 	S	 	 	 
MTBC_B	7834-10	ERR552969		S	S	S	 	 	 	S	 	 	 
MTBC_B	784-02	ERR552443;ERR552442		R	R	S	 	 	 	R	 	 	 
MTBC_B	7898-09	ERR552600		S	S	S	 	 	 	S	 	 	 
MTBC_B	791-05	ERR551094		S	S	S	 	 	 	S	 	 	 
MTBC_B	7942-05	ERR551806;ERR551805;ERR551804		R	R	R	 	S	S	R	 	 	S
MTBC_B	7949-05	ERR551510;ERR551509		R	R	R	 	S	S	R	 	 	S
MTBC_B	7950-05	ERR550897;ERR550896		R	R	S	 	R	R	R	 	 	S
MTBC_B	7950-10	ERR552354		S	S	S	 	 	 	S	 	 	 
MTBC_B	795-02	ERR552734;ERR552733		R	R	R	 	 	 	R	 	 	 
MTBC_B	7952-05	ERR553394;ERR553393		R	R	R	 	S	S	R	 	 	S
MTBC_B	7952-07	ERR551824		S	S	S	 	 	 	S	 	 	 
MTBC_B	7953-05	ERR551132;ERR551133		R	R	R	 	S	S	R	 	 	S
MTBC_B	7954-05	ERR551624;ERR551623		R	R	R	 	R	R	R	 	 	S
MTBC_B	7956-11	ERR552839		S	S	S	 	 	 	R	 	 	 
MTBC_B	7963-11	ERR552209		S	S	S	 	 	 	S	 	 	 
MTBC_B	7969-07	ERR550737		S	S	S	 	 	 	S	 	 	 
MTBC_B	7992-08	ERR551747		S	S	S	 	 	 	S	 	 	 
MTBC_B	8023-12	ERR551158		S	S	S	 	 	 	S	 	 	 
MTBC_B	8035-06	ERR552291		S	S	S	 	 	 	S	 	 	 
MTBC_B	8038-07	ERR550862		S	S	S	 	 	 	S	 	 	 
MTBC_B	8039-07	ERR550845		S	S	S	 	 	 	S	 	 	 
MTBC_B	8053-05	ERR553265		S	S	S	 	 	 	S	 	 	 
MTBC_B	8071-05	ERR552615		S	S	S	 	 	 	S	 	 	 
MTBC_B	8088-01	ERR552286;ERR552287		R	R	R	 	 	 	R	 	 	 
MTBC_B	8088-07	ERR551962		S	R	S	 	 	 	R	 	 	 
MTBC_B	8092-01	ERR551985;ERR551984		R	R	S	 	 	 	R	 	 	 
MTBC_B	8096-05	ERR552642		S	S	S	 	 	 	S	 	 	 
MTBC_B	8116-09	ERR552538		S	S	S	 	 	 	S	 	 	 
MTBC_B	8117-09	ERR553061		S	S	S	 	 	 	S	 	 	 
MTBC_B	8119-04	ERR552771;ERR552772		R	R	R	 	S	S	R	 	 	S
MTBC_B	8121-04	ERR552603;ERR552604		R	R	S	 	S	S	R	 	 	S
MTBC_B	8122-04	ERR551888;ERR551887		R	R	R	 	R	R	R	 	 	S
MTBC_B	8123-04	ERR551918;ERR551919		R	R	R	 	R	R	R	 	 	S
MTBC_B	8124-04	ERR551600;ERR551599		R	R	R	 	S	S	R	 	 	S
MTBC_B	8125-04	ERR552433;ERR552434		R	R	S	 	S	S	R	 	 	S
MTBC_B	8127-04	ERR552719;ERR552718		R	R	R	 	S	S	R	 	 	S
MTBC_B	8128-04	ERR551667;ERR551668		R	R	S	 	S	S	R	 	 	S
MTBC_B	8129-04	ERR551643;ERR551642		R	R	S	 	R	R	R	 	 	S
MTBC_B	8130-04	ERR551731;ERR551730		R	R	S	 	S	S	R	 	 	S
MTBC_B	8131-04	ERR552677		R	R	S	 	S	S	R	 	 	S
MTBC_B	8132-04	ERR552148;ERR552147		R	R	R	 	S	S	R	 	 	S
MTBC_B	8133-04	ERR551844;ERR551845		R	R	R	 	S	S	R	 	 	S
MTBC_B	8143-05	ERR550656		S	S	S	 	 	 	S	 	 	 
MTBC_B	8160-09	ERR550692		S	S	S	 	 	 	S	 	 	 
MTBC_B	8182-10	ERR551546		S	S	S	 	 	 	S	 	 	 
MTBC_B	8195-08	ERR551007		S	S	S	 	 	 	S	 	 	 
MTBC_B	8196-08	ERR552107		S	S	S	 	 	 	S	 	 	 
MTBC_B	8199-08	ERR551326		S	S	S	 	 	 	S	 	 	 
MTBC_B	820-10	ERR551152		S	S	S	 	 	 	S	 	 	 
MTBC_B	8210-12	ERR551576		S	S	S	 	 	 	S	 	 	 
MTBC_B	8215-09	ERR552324		S	S	S	 	 	 	S	 	 	 
MTBC_B	8224-07	ERR895346		S	S	S	 	 	 	S	 	 	 
MTBC_B	8230-07	ERR550995		S	S	S	 	 	 	S	 	 	 
MTBC_B	8262-01	ERR551372;ERR551373		R	R	R	 	 	 	R	 	 	 
MTBC_B	8267-06	ERR550688		S	S	S	 	 	 	S	 	 	 
MTBC_B	8306-06	ERR553143		S	S	S	 	 	 	S	 	 	 
MTBC_B	8307-06	ERR552336		S	S	S	 	 	 	S	 	 	 
MTBC_B	8308-06	ERR551999		S	S	S	 	 	 	S	 	 	 
MTBC_B	8313-08	ERR551115		S	S	S	 	 	 	S	 	 	 
MTBC_B	8332-09	ERR553232		S	R	S	 	 	 	S	 	 	 
MTBC_B	8360-08	ERR551564		S	S	S	 	 	 	S	 	 	 
MTBC_B	8366-05	ERR553299		S	S	S	 	 	 	S	 	 	 
MTBC_B	8404-01	ERR552661;ERR552660		R	R	R	 	 	 	R	 	 	 
MTBC_B	8404-08	ERR551191		S	S	S	 	 	 	S	 	 	 
MTBC_B	84-06	ERR552699		S	S	S	 	 	 	S	 	 	 
MTBC_B	8407-01	ERR552342;ERR552341		R	R	S	 	 	 	R	 	 	 
MTBC_B	8435-05	ERR552793;ERR552794		R	R	R	 	S	S	R	 	 	S
MTBC_B	8439-05	ERR551321;ERR551320		R	R	R	 	S	S	R	 	 	S
MTBC_B	8440-05	ERR550743;ERR550744		R	R	R	 	S	S	R	 	 	S
MTBC_B	8446-05	ERR550667;ERR550669;ERR550668		R	R	R	 	R	R	R	 	 	S
MTBC_B	8447-05	ERR551211;ERR551210		R	R	R	 	S	S	R	 	 	S
MTBC_B	8455-05	ERR550778;ERR550777;ERR550779		R	R	R	 	S	S	R	 	 	S
MTBC_B	8456-05	ERR550989;ERR550988;ERR550990		R	R	R	 	R	R	R	 	 	S
MTBC_B	8457-05	ERR552531;ERR552532;ERR552530		R	R	R	 	S	S	R	 	 	S
MTBC_B	8465-12	ERR551971		S	S	S	 	 	 	S	 	 	 
MTBC_B	8480-07	ERR550635		S	S	S	 	 	 	S	 	 	 
MTBC_B	8487-05	ERR552946		S	S	S	 	 	 	S	 	 	 
MTBC_B	8506-06	ERR550853		S	R	S	 	 	 	R	 	 	 
MTBC_B	8515-12	ERR553175		S	S	S	 	 	 	S	 	 	 
MTBC_B	8516-12	ERR550817		S	S	S	 	 	 	S	 	 	 
MTBC_B	852-07	ERR551312		S	S	S	 	 	 	S	 	 	 
MTBC_B	853-06	ERR551119		S	S	S	 	 	 	S	 	 	 
MTBC_B	8586-05	ERR550708		S	S	S	 	 	 	S	 	 	 
MTBC_B	8586-10	ERR551427											
MTBC_B	8591-06	ERR551873		S	S	S	 	 	 	S	 	 	 
MTBC_B	8634-08	ERR551871		S	S	S	 	 	 	S	 	 	 
MTBC_B	8635-08	ERR552851		S	S	S	 	 	 	S	 	 	 
MTBC_B	8644-04	ERR551798;ERR551797		R	R	S	 	S	S	R	 	 	S
MTBC_B	8645-04	ERR550748;ERR550749		R	R	S	 	S	S	R	 	 	S
MTBC_B	8647-01	ERR550841;ERR550842		R	R	R	 	 	 	R	 	 	 
MTBC_B	8647-04	ERR551437;ERR551436		R	R	S	 	S	S	R	 	 	S
MTBC_B	8648-04	ERR551377;ERR551379;ERR551378		R	R	S	 	S	S	R	 	 	S
MTBC_B	8649-04	ERR550649;ERR550648		R	R	R	 	S	S	R	 	 	S
MTBC_B	8650-04	ERR553192;ERR553191		R	R	S	 	S	S	R	 	 	S
MTBC_B	8650-11	ERR551532		S	S	S	 	 	 	S	 	 	 
MTBC_B	8651-04	ERR551648;ERR551649		R	R	S	 	R	R	R	 	 	S
MTBC_B	8652-04	ERR552631;ERR552632		R	R	R	 	R	R	R	 	 	S
MTBC_B	8654-06	ERR553086		S	S	S	 	 	 	S	 	 	 
MTBC_B	8655-04	ERR552033;ERR552032		R	R	S	 	S	S	R	 	 	S
MTBC_B	8658-01	ERR553184;ERR553183		R	R	R	 	 	 	R	 	 	 
MTBC_B	8658-04	ERR551996;ERR551994;ERR551995		R	R	R	 	R	R	R	 	 	S
MTBC_B	8659-01	ERR550706;ERR550707		R	R	R	 	 	 	R	 	 	 
MTBC_B	8659-04	ERR551431;ERR551432		R	R	S	 	S	S	R	 	 	S
MTBC_B	8660-04	ERR551108;ERR551109		R	R	S	 	S	S	R	 	 	S
MTBC_B	8661-04	ERR551745;ERR551744;ERR551743		R	R	S	 	S	S	R	 	 	S
MTBC_B	8662-04	ERR552068;ERR552067		R	R	S	 	S	S	R	 	 	S
MTBC_B	8662-05	ERR552190		S	S	S	 	 	 	R	 	 	 
MTBC_B	8664-04	ERR551385;ERR551384		R	R	S	 	S	S	R	 	 	S
MTBC_B	8666-04	ERR551020;ERR551019		R	R	R	 	S	S	R	 	 	S
MTBC_B	8668-04	ERR551464;ERR551465		R	R	S	 	S	S	R	 	 	S
MTBC_B	8669-04	ERR552842;ERR552841		R	R	R	 	S	S	R	 	 	S
MTBC_B	8671-04	ERR550770;ERR550771		R	R	S	 	R	R	R	 	 	S
MTBC_B	8681-07	ERR552595		S	S	S	 	 	 	S	 	 	 
MTBC_B	8688-09	ERR551198		S	S	S	 	 	 	S	 	 	 
MTBC_B	8745-06	ERR551061		S	S	S	 	 	 	S	 	 	 
MTBC_B	8767-06	ERR551009		S	S	S	 	 	 	S	 	 	 
MTBC_B	8768-06	ERR551058		S	S	S	 	 	 	S	 	 	 
MTBC_B	8769-11	ERR551796		S	S	S	 	 	 	S	 	 	 
MTBC_B	8779-06	ERR552153		S	S	S	 	 	 	S	 	 	 
MTBC_B	8844-10	ERR550943		S	S	S	 	 	 	S	 	 	 
MTBC_B	8846-11	ERR552156		S	S	S	 	 	 	S	 	 	 
MTBC_B	8847-11	ERR553327		S	S	S	 	 	 	S	 	 	 
MTBC_B	886-12	ERR551529											
MTBC_B	8869-01	ERR551708;ERR551707		R	R	R	 	 	 	R	 	 	 
MTBC_B	8871-01	ERR551128;ERR551129		R	R	R	 	 	 	R	 	 	 
MTBC_B	8874-01	ERR551052;ERR551051		R	R	R	 	 	 	R	 	 	 
MTBC_B	8896-11	ERR552750		S	S	S	 	 	 	S	 	 	 
MTBC_B	8912-09	ERR552674		S	S	S	 	 	 	S	 	 	 
MTBC_B	8917-07	ERR552229		S	S	S	 	 	 	S	 	 	 
MTBC_B	8918-07	ERR551165		S	S	S	 	 	 	S	 	 	 
MTBC_B	8919-07	ERR553167		S	S	S	 	 	 	S	 	 	 
MTBC_B	8926-05	ERR553034		S	S	S	 	 	 	S	 	 	 
MTBC_B	8927-06	ERR550801		S	S	S	 	 	 	S	 	 	 
MTBC_B	8941-07	ERR551860		S	R	S	 	 	 	R	 	 	 
MTBC_B	8961-05	ERR551348		S	S	S	 	 	 	S	 	 	 
MTBC_B	8962-06	ERR553309		S	S	S	 	 	 	S	 	 	 
MTBC_B	8998-11	ERR552826		S	S	S	 	 	 	S	 	 	 
MTBC_B	9000-10	ERR552072		S	S	S	 	 	 	S	 	 	 
MTBC_B	9002-06	ERR550672		S	S	S	 	 	 	S	 	 	 
MTBC_B	9003-06	ERR552999		S	S	S	 	 	 	S	 	 	 
MTBC_B	9045-05	ERR552401;ERR552400		R	R	R	 	S	S	R	 	 	R
MTBC_B	9048-05	ERR552358		R	R	R	 	S	R	R	 	 	S
MTBC_B	9050-05	ERR550664;ERR550663		R	R	R	 	S	S	R	 	 	S
MTBC_B	9052-05	ERR551945;ERR551943;ERR551944		R	R	R	 	S	S	R	 	 	S
MTBC_B	9053-05	ERR550682;ERR550681;ERR550683		R	R	R	 	R	R	R	 	 	R
MTBC_B	9054-05	ERR552738;ERR552739		R	R	S	 	S	S	R	 	 	S
MTBC_B	9057-12	ERR551392											
MTBC_B	9059-05	ERR551352;ERR551353		R	R	R	 	S	S	R	 	 	S
MTBC_B	9059-12	ERR550722		S	S	S	 	 	 	S	 	 	 
MTBC_B	9060-05	ERR552258;ERR552257		R	R	R	 	S	S	R	 	 	S
MTBC_B	9064-05	ERR553198;ERR553197		R	R	R	 	S	S	R	 	 	S
MTBC_B	9096-01	ERR550763;ERR550762		R	R	R	 	 	 	R	 	 	 
MTBC_B	9097-09	ERR551447		S	S	S	 	 	 	S	 	 	 
MTBC_B	9133-09	ERR553135		S	S	S	 	 	 	S	 	 	 
MTBC_B	9148-11	ERR552644		S	S	S	 	 	 	S	 	 	 
MTBC_B	9150-05	ERR552756		S	S	S	 	 	 	S	 	 	 
MTBC_B	9165-12	ERR551366		R	R	S	 	 	 	R	 	 	 
MTBC_B	9167-12	ERR552649		S	S	S	 	 	 	S	 	 	 
MTBC_B	9171-08	ERR553267		S	S	S	 	 	 	S	 	 	 
MTBC_B	9179-05	ERR551762		S	S	S	 	 	 	S	 	 	 
MTBC_B	9211-06	ERR552713		S	S	S	 	 	 	S	 	 	 
MTBC_B	925-08	ERR552539		S	R	S	 	 	 	S	 	 	 
MTBC_B	9254-06	ERR552180		S	S	S	 	 	 	S	 	 	 
MTBC_B	9265-08	ERR551864		S	S	S	 	 	 	S	 	 	 
MTBC_B	9293-07	ERR553259		S	S	S	 	 	 	S	 	 	 
MTBC_B	9293-11	ERR552744		S	S	S	 	 	 	S	 	 	 
MTBC_B	9294-11	ERR553390		S	S	S	 	 	 	S	 	 	 
MTBC_B	9295-12	ERR550673		S	S	S	 	 	 	R	 	 	 
MTBC_B	9296-06	ERR551503		S	S	S	 	 	 	S	 	 	 
MTBC_B	9296-07	ERR552716		S	S	S	 	 	 	S	 	 	 
MTBC_B	9296-10	ERR551658		S	S	S	 	 	 	S	 	 	 
MTBC_B	9297-07	ERR550810		S	S	S	 	 	 	S	 	 	 
MTBC_B	9300-07	ERR552762		S	S	S	 	 	 	S	 	 	 
MTBC_B	9322-08	ERR550844		S	S	S	 	 	 	S	 	 	 
MTBC_B	9337-09	ERR550662		S	S	S	 	 	 	S	 	 	 
MTBC_B	9342-11	ERR550965		S	S	S	 	 	 	S	 	 	 
MTBC_B	936-05	ERR552837		S	S	S	 	 	 	S	 	 	 
MTBC_B	9368-08	ERR550991		S	S	S	 	 	 	S	 	 	 
MTBC_B	9382-07	ERR552541		S	S	S	 	 	 	S	 	 	 
MTBC_B	9385-08	ERR551482		S	S	S	 	 	 	S	 	 	 
MTBC_B	9385-12	ERR553091		S	S	S	 	 	 	S	 	 	 
MTBC_B	9407-10	ERR551818		S	S	S	 	 	 	S	 	 	 
MTBC_B	9424-08	ERR552205		S	S	S	 	 	 	S	 	 	 
MTBC_B	9426-11	ERR551297		S	S	S	 	 	 	S	 	 	 
MTBC_B	9489-08	ERR551565		S	S	S	 	 	 	S	 	 	 
MTBC_B	9504-10	ERR552803		S	S	S	 	 	 	S	 	 	 
MTBC_B	9524-07	ERR551872		S	S	S	 	 	 	S	 	 	 
