"Supplementary Data 9. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Amoxicillin
MTBC_B	11468-12	ERR550803		S	S	S	 	 	 	S	 	 	 
MTBC_B	11493-10	ERR551355		S	S	S	 	 	 	S	 	 	 
MTBC_B	11494-10	ERR553240		S	S	S	 	 	 	S	 	 	 
MTBC_B	11535-12	ERR551001		S	S	S	 	 	 	S	 	 	 
MTBC_B	11582-07	ERR551163		S	S	S	 	 	 	S	 	 	 
MTBC_B	11583-07	ERR551323		S	S	S	 	 	 	S	 	 	 
MTBC_B	11584-07	ERR553100		S	S	S	 	 	 	S	 	 	 
MTBC_B	11586-07	ERR550702		S	S	S	 	 	 	S	 	 	 
MTBC_B	1160-05	ERR551756		S	S	S	 	 	 	S	 	 	 
MTBC_B	116-04	ERR552872;ERR552873;ERR552874		S	R	S	 	S	S	R	 	 	S
MTBC_B	11612-12	ERR551473		S	S	S	 	 	 	S	 	 	 
MTBC_B	11613-12	ERR553257		S	S	S	 	 	 	S	 	 	 
MTBC_B	11620-08	ERR551402		S	S	S	 	 	 	S	 	 	 
MTBC_B	11626-12	ERR553008		S	S	S	 	 	 	S	 	 	 
MTBC_B	11629-12	ERR550954		S	S	S	 	 	 	S	 	 	 
MTBC_B	11661-10	ERR551454											
MTBC_B	1166-12	ERR551144		S	S	S	 	 	 	R	 	 	 
MTBC_B	11664-11	ERR550760		S	S	S	 	 	 	S	 	 	 
MTBC_B	11665-11	ERR551669		S	S	S	 	 	 	S	 	 	 
MTBC_B	11701-10	ERR551044											
MTBC_B	117-04	ERR552571;ERR552569;ERR552570		R	R	R	 	S	S	R	 	 	S
MTBC_B	11753-11	ERR553331		S	S	S	 	 	 	S	 	 	 
MTBC_B	11760-08	ERR552167		S	S	S	 	 	 	S	 	 	 
MTBC_B	11768-10	ERR552340											
MTBC_B	1180-10	ERR551593		S	S	S	 	 	 	S	 	 	 
MTBC_B	118-04	ERR552012;ERR552011		R	R	R	 	S	S	R	 	 	S
MTBC_B	11827-10	ERR551446											
MTBC_B	1185-09	ERR552742		S	S	S	 	 	 	S	 	 	 
MTBC_B	11857-07	ERR551002		S	S	S	 	 	 	S	 	 	 
MTBC_B	11858-07	ERR551046		S	S	S	 	 	 	S	 	 	 
MTBC_B	11859-07	ERR551656		S	S	S	 	 	 	S	 	 	 
MTBC_B	1186-09	ERR552903		S	S	S	 	 	 	S	 	 	 
MTBC_B	1186-11	ERR552338		S	S	S	 	 	 	S	 	 	 
MTBC_B	1188-11	ERR552613		S	S	S	 	 	 	S	 	 	 
MTBC_B	119-04	ERR553208		R	R	R	 	R	R	R	 	 	S
MTBC_B	11931-10	ERR552438		S	S	S	 	 	 	S	 	 	 
MTBC_B	11932-10	ERR552036											
MTBC_B	11933-08	ERR550789		S	S	S	 	 	 	S	 	 	 
MTBC_B	11935-08	ERR553307		S	S	S	 	 	 	S	 	 	 
MTBC_B	1197-11	ERR552525		S	S	S	 	 	 	S	 	 	 
MTBC_B	1199-08	ERR552114		S	S	S	 	 	 	S	 	 	 
MTBC_B	12000-10	ERR553368		S	S	S	 	 	 	S	 	 	 
MTBC_B	120-04	ERR552384;ERR552383		R	R	R	 	S	S	R	 	 	S
MTBC_B	1203-08	ERR552061		S	S	S	 	 	 	S	 	 	 
MTBC_B	1204-06	ERR553052		S	S	S	 	 	 	S	 	 	 
MTBC_B	121-04	ERR551660;ERR551659		R	R	S	 	S	S	R	 	 	S
MTBC_B	12114-12	ERR552795		S	S	S	 	 	 	S	 	 	 
MTBC_B	1212-06	ERR550686		S	S	S	 	 	 	S	 	 	 
MTBC_B	12137-12	ERR550925		S	S	S	 	 	 	S	 	 	 
MTBC_B	1231-05	ERR551405		S	S	S	 	 	 	R	 	 	 
MTBC_B	12355-12	ERR550793		S	S	S	 	 	 	R	 	R	 
MTBC_B	1238-02	ERR551233;ERR551234		R	R	S	 	 	 	S	 	 	 
MTBC_B	12397-12	ERR552694		S	S	S	 	 	 	R	 	 	 
MTBC_B	1244-12	ERR552256		S	S	S	 	 	 	S	 	 	 
MTBC_B	129-11	ERR552224;SRR1690962;SRR530969											
MTBC_B	130-09	ERR552266		S	S	S	 	 	 	S	 	 	 
MTBC_B	1301-05	ERR552501;ERR552500		R	R	R	 	S	S	R	 	 	S
MTBC_B	130-11	ERR552855											
MTBC_B	1310-05	ERR551727;ERR551726		R	R	R	 	R	R	R	 	 	S
MTBC_B	1311-05	ERR551923;ERR551922		R	R	R	 	R	R	R	 	 	S
MTBC_B	1312-05	ERR551305;ERR551304		R	R	R	 	S	S	R	 	 	S
MTBC_B	1313-05	ERR553163;ERR553161;ERR553162		R	R	S	 	S	S	R	 	 	S
MTBC_B	1314-05	ERR552708;ERR552709		R	R	R	 	R	R	R	 	 	S
MTBC_B	1315-05	ERR550735;ERR550736		R	R	R	 	R	R	R	 	 	S
MTBC_B	1319-05	ERR551409;ERR551410		R	R	S	 	S	S	R	 	 	S
MTBC_B	1323-08	ERR551268		S	S	S	 	 	 	S	 	 	 
MTBC_B	1327-06	ERR551368		S	S	S	 	 	 	S	 	 	 
MTBC_B	1339-07	ERR551934		S	S	S	 	 	 	S	 	 	 
MTBC_B	134-06	ERR552062		S	S	S	 	 	 	S	 	 	 
MTBC_B	1346-10	ERR552831		S	S	S	 	 	 	R	 	 	 
MTBC_B	1346-11	ERR552459		S	R	S	 	S	 	R	 	 	S
MTBC_B	1355-10	ERR551327		S	S	S	 	 	 	R	 	 	 
MTBC_B	1355-12	ERR552928											
MTBC_B	1373-06	ERR553238		R	R	R	 	 	 	R	 	 	 
MTBC_B	1373-08	ERR551916		S	S	S	 	 	 	S	 	 	 
MTBC_B	1380-07	ERR553065		S	S	S	 	 	 	S	 	 	 
MTBC_B	1398-07	ERR552752		S	S	S	 	 	 	S	 	 	 
MTBC_B	1440-08	ERR551664		S	S	S	 	 	 	S	 	 	 
MTBC_B	1441-09	ERR552063		S	S	S	 	 	 	S	 	 	 
MTBC_B	1447-05	ERR551008		S	S	S	 	 	 	S	 	 	 
MTBC_B	1457-09	ERR550769		S	S	S	 	 	 	S	 	 	 
MTBC_B	1465-07	ERR552773		S	S	S	 	 	 	S	 	 	 
MTBC_B	1468-06	ERR551335		S	S	S	 	 	 	S	 	 	 
MTBC_B	1470-06	ERR551876		S	S	S	 	 	 	S	 	 	 
MTBC_B	1471-06	ERR550790		S	S	S	 	 	 	S	 	 	 
MTBC_B	1476-08	ERR551270		S	S	S	 	 	 	S	 	 	 
MTBC_B	1482-07	ERR551958		S	S	S	 	 	 	S	 	 	 
MTBC_B	1519-10	ERR552092		S	S	S	 	 	 	S	 	 	 
MTBC_B	1520-10	ERR550797		S	S	S	 	 	 	S	 	 	 
MTBC_B	1537-06	ERR551271		S	S	S	 	 	 	S	 	 	 
MTBC_B	1553-05	ERR553336		S	S	S	 	 	 	S	 	 	 
MTBC_B	1560-09	ERR552975		S	S	S	 	 	 	S	 	 	 
MTBC_B	1563-10	ERR551859		S	S	S	 	 	 	S	 	 	 
MTBC_B	1565-10	ERR551394		S	S	S	 	 	 	S	 	 	 
MTBC_B	1568-10	ERR551814		S	S	S	 	 	 	S	 	 	 
MTBC_B	1600-06	ERR552626;ERR552625		R	R	R	 	S	S	R	 	 	S
MTBC_B	1601-06	ERR551780;ERR551781		R	R	R	 	S	S	R	 	 	S
MTBC_B	1602-06	ERR550786;ERR550787		R	R	R	 	S	S	R	 	 	S
MTBC_B	1603-06	ERR551645;ERR551644		R	R	S	 	S	S	R	 	 	S
MTBC_B	1616-09	ERR552214		S	S	S	 	 	 	S	 	 	 
MTBC_B	1616-12	ERR552601		S	S	S	 	 	 	S	 	 	 
MTBC_B	1618-09	ERR553043		S	S	S	 	 	 	S	 	 	 
MTBC_B	164-10	ERR550986		S	S	S	 	 	 	S	 	 	 
MTBC_B	1654-11	ERR552175		S	S	S	 	 	 	S	 	 	 
MTBC_B	1732-05	ERR553075		S	S	S	 	 	 	S	 	 	 
MTBC_B	1733-05	ERR550710		S	S	S	 	 	 	R	 	 	 
MTBC_B	1764-05	ERR551349		S	S	S	 	 	 	S	 	 	 
MTBC_B	1771-06	ERR552268		S	S	S	 	 	 	S	 	 	 
MTBC_B	1831-10	ERR552233		S	S	S	 	 	 	R	 	 	 
MTBC_B	1833-10	ERR552054		S	S	S	 	 	 	S	 	 	 
MTBC_B	184-09	ERR551783		S	S	S	 	 	 	S	 	 	 
MTBC_B	1847-09	ERR550617		S	S	S	 	 	 	S	 	 	 
MTBC_B	1877-06	ERR551238		R	R	R	 	 	 	R	 	 	 
MTBC_B	1880-09	ERR552027		S	S	S	 	 	 	S	 	 	 
MTBC_B	1907-10	ERR551837		S	S	S	 	 	 	S	 	 	 
MTBC_B	1927-10	ERR550948		S	S	S	 	 	 	S	 	 	 
MTBC_B	1942-10	ERR552948		S	S	S	 	 	 	S	 	 	 
MTBC_B	1956-05	ERR551632		S	S	S	 	 	 	R	 	 	 
MTBC_B	1962-11	ERR553219		S	S	S	 	 	 	S	 	 	 
MTBC_B	1966-10	ERR551732		S	S	S	 	 	 	S	 	 	 
MTBC_B	1973-10	ERR551243		S	S	S	 	 	 	S	 	 	 
MTBC_B	1979-07	ERR552183		S	S	S	 	 	 	S	 	 	 
MTBC_B	1998-10	ERR550840		S	S	S	 	 	 	S	 	 	 
MTBC_B	1999-05	ERR553346		S	S	S	 	 	 	S	 	 	 
MTBC_B	2009-07	ERR551598		S	S	S	 	 	 	S	 	 	 
MTBC_B	2032-05	ERR553160		S	R	S	 	 	 	S	 	 	 
MTBC_B	2036-05	ERR552904		S	S	S	 	 	 	S	 	 	 
MTBC_B	2043-09	ERR551050		S	S	S	 	 	 	S	 	 	 
MTBC_B	2044-09	ERR553235		S	S	S	 	 	 	S	 	 	 
MTBC_B	2063-06	ERR553255		S	S	S	 	 	 	S	 	 	 
MTBC_B	2072-07	ERR551533		S	R	R	 	 	 	R	 	 	 
MTBC_B	2078-12	ERR551631		S	S	S	 	 	 	S	 	 	 
MTBC_B	2087-09	ERR552581		S	S	S	 	 	 	S	 	 	 
MTBC_B	2088-09	ERR552665		S	S	S	 	 	 	S	 	 	 
MTBC_B	2093-08	ERR551426		S	S	S	 	 	 	S	 	 	 
MTBC_B	2098-12	ERR551483		S	S	S	 	 	 	S	 	 	 
MTBC_B	2106-06	ERR552499;ERR552498		R	R	R	 	S	S	R	 	 	S
MTBC_B	2108-10	ERR551714		S	R	S	 	 	 	S	 	 	 
MTBC_B	2110-07	ERR551420		S	S	S	 	 	 	S	 	 	 
MTBC_B	2111-07	ERR551867		S	S	S	 	 	 	S	 	 	 
MTBC_B	2117-06	ERR551793;ERR551795;ERR551794		R	R	R	 	S	S	R	 	 	S
MTBC_B	2120-06	ERR550908;ERR550906;ERR550907		R	R	R	 	R	R	R	 	 	S
MTBC_B	2123-06	ERR551499;ERR551500;ERR551501		R	R	S	 	S	S	S	 	 	S
MTBC_B	2126-06	ERR552164;ERR552165		R	R	S	 	S	R	R	 	 	R
MTBC_B	2129-06	ERR552711;ERR552712		R	R	R	 	S	S	R	 	 	S
MTBC_B	2132-08	ERR550926		S	S	S	 	 	 	S	 	 	 
MTBC_B	2134-10	ERR551741		S	S	S	 	 	 	S	 	 	 
MTBC_B	2148-08	ERR551912		S	S	S	 	 	 	S	 	 	 
MTBC_B	2149-05	ERR551357		S	S	S	 	 	 	S	 	 	 
MTBC_B	216-12	ERR552535		S	S	S	 	 	 	S	 	 	 
MTBC_B	2174-08	ERR551779		S	S	S	 	 	 	S	 	 	 
MTBC_B	2180-05	ERR551633		S	S	S	 	 	 	R	 	 	 
MTBC_B	2210-05	ERR551552		S	S	S	 	 	 	S	 	 	 
MTBC_B	2211-05	ERR551580		S	S	S	 	 	 	S	 	 	 
MTBC_B	2250-11	ERR553301		S	S	S	 	 	 	S	 	 	 
MTBC_B	2274-11	ERR552465		S	S	S	 	 	 	S	 	 	 
MTBC_B	2279-07	ERR550875		S	S	S	 	 	 	S	 	 	 
MTBC_B	2280-07	ERR552130		S	S	S	 	 	 	S	 	 	 
MTBC_B	2291-11	ERR552186		S	S	S	 	 	 	S	 	 	 
MTBC_B	2295-04	ERR552897;ERR552896		R	R	R	 	S	S	R	 	 	S
MTBC_B	2296-04	ERR552099;ERR552098		R	R	R	 	S	S	R	 	 	S
MTBC_B	2298-09	ERR551435		S	S	S	 	 	 	S	 	 	 
MTBC_B	2299-04	ERR552142;ERR552144;ERR552143		R	R	R	 	S	S	R	 	 	S
MTBC_B	2300-04	ERR551380;ERR551381		R	R	S	 	S	S	R	 	 	S
MTBC_B	2303-04	ERR551295;ERR551296		R	R	R	 	S	S	R	 	 	S
MTBC_B	2308-08	ERR551244		S	S	S	 	 	 	S	 	 	 
MTBC_B	2316-08	ERR551690		S	S	S	 	 	 	S	 	 	 
MTBC_B	2318-12	ERR552449		S	S	S	 	 	 	S	 	 	 
MTBC_B	2320-12	ERR552881		S	S	S	 	 	 	S	 	 	 
MTBC_B	2323-08	ERR552697		S	S	S	 	 	 	S	 	 	 
MTBC_B	2325-10	ERR551562		S	S	S	 	 	 	S	 	 	 
MTBC_B	2367-10	ERR552920		S	S	S	 	 	 	S	 	 	 
MTBC_B	2380-07	ERR553340		S	S	S	 	 	 	S	 	 	 
MTBC_B	238-02	ERR551811;ERR551809;ERR551810		R	R	R	 	 	 	R	 	 	 
MTBC_B	2381-05	ERR552816;ERR552814;ERR552815		R	R	R	 	S	S	R	 	 	S
MTBC_B	2383-05	ERR552106;ERR552105		R	R	S	 	S	S	R	 	 	S
MTBC_B	2383-12	ERR552609		S	S	S	 	 	 	S	 	 	 
MTBC_B	2384-05	ERR552970;ERR552971		R	R	R	 	R	R	R	 	 	S
MTBC_B	2386-05	ERR551925;ERR551926		R	R	S	 	S	S	R	 	 	S
MTBC_B	2388-11	ERR553137		S	S	S	 	 	 	S	 	 	 
MTBC_B	2388-12	ERR551106		S	S	S	 	 	 	S	 	 	 
MTBC_B	2389-05	ERR551558;ERR551556;ERR551557		R	R	R	 	S	S	R	 	 	S
MTBC_B	2391-05	ERR552447;ERR552446		R	R	R	 	S	S	R	 	 	S
MTBC_B	2391-06	ERR552607;ERR552606		R	R	R	 	S	S	R	 	 	S
MTBC_B	2392-05	ERR551877;ERR551878		R	R	R	 	S	S	R	 	 	S
MTBC_B	2393-05	ERR552950;ERR552951		R	R	S	 	R	R	R	 	 	S
MTBC_B	2394-06	ERR552215;ERR552217;ERR552216		R	R	R	 	S	S	R	 	 	S
MTBC_B	2396-05	ERR552123;ERR552122		R	R	S	 	S	S	S	 	 	S
MTBC_B	2397-06	ERR551986;ERR551987		R	R	R	 	S	R	R	 	 	S
MTBC_B	2398-06	ERR552347;ERR552346		R	R	R	 	S	S	R	 	 	S
MTBC_B	2399-06	ERR551429;ERR551428		R	R	R	 	S	R	R	 	 	S
MTBC_B	2402-06	ERR551767;ERR551768		R	R	R	 	S	S	R	 	 	S
MTBC_B	2412-06	ERR550642		S	S	S	 	 	 	S	 	 	 
MTBC_B	2439-10	ERR551884		S	S	S	 	 	 	S	 	 	 
MTBC_B	2441-10	ERR552985		S	S	S	 	 	 	S	 	 	 
MTBC_B	2463-07	ERR552511		S	S	S	 	 	 	S	 	 	 
MTBC_B	2464-07	ERR553112		S	S	S	 	 	 	S	 	 	 
MTBC_B	2466-07	ERR551486		S	S	S	 	 	 	S	 	 	 
MTBC_B	2475-06	ERR553079		S	S	S	 	 	 	S	 	 	 
MTBC_B	2491-08	ERR552567		S	S	S	 	 	 	R	 	 	 
MTBC_B	2499-12	ERR551433		S	S	S	 	 	 	S	 	 	 
MTBC_B	2501-08	ERR552059		S	S	S	 	 	 	S	 	 	 
MTBC_B	2535-11	ERR552280		S	S	S	 	 	 	S	 	 	 
MTBC_B	256-05	ERR552715		S	S	S	 	 	 	S	 	 	 
MTBC_B	2564-08	ERR551072		S	S	S	 	 	 	S	 	 	 
MTBC_B	2566-11	ERR552976		S	S	S	 	 	 	S	 	 	 
MTBC_B	2582-12	ERR553234											
MTBC_B	2590-06	ERR551742		S	S	S	 	 	 	S	 	 	 
MTBC_B	2592-06	ERR551778		S	S	S	 	 	 	S	 	 	 
MTBC_B	2594-06	ERR552884		S	S	S	 	 	 	S	 	 	 
MTBC_B	2602-12	ERR552630		S	S	S	 	 	 	S	 	 	 
MTBC_B	2620-09	ERR552863		S	S	S	 	 	 	S	 	 	 
MTBC_B	262-11	ERR551149		S	S	S	 	 	 	S	 	 	 
MTBC_B	2637-09	ERR552353		S	S	S	 	 	 	S	 	 	 
MTBC_B	2644-10	ERR553174		S	S	S	 	 	 	S	 	 	 
MTBC_B	2645-10	ERR551116		S	S	S	 	 	 	S	 	 	 
MTBC_B	2649-09	ERR550871		S	S	S	 	 	 	S	 	 	 
MTBC_B	2651-10	ERR498391;ERR498392		S	S	S	 	 	 	S	 	 	 
MTBC_B	2698-08	ERR551022		S	S	S	 	 	 	S	 	 	 
MTBC_B	2707-10	ERR552578		S	R	S	 	 	 	R	 	 	 
MTBC_B	2741-05	ERR551350		S	S	S	 	 	 	S	 	 	 
MTBC_B	2758-11	ERR550835		S	S	S	 	 	 	S	 	 	 
MTBC_B	277-12	ERR553359		S	S	S	 	 	 	S	 	 	 
MTBC_B	2772-12	ERR553062		S	S	S	 	 	 	S	 	 	 
MTBC_B	2793-05	ERR551358		S	S	S	 	 	 	S	 	 	 
MTBC_B	2794-09	ERR551080		S	S	S	 	 	 	S	 	 	 
MTBC_B	2839-11	ERR552326		R	R	S	R	S	 	R	S	S	S
MTBC_B	2865-11	ERR550974		S	S	S	 	 	 	S	 	 	 
MTBC_B	2867-11	ERR552315		S	S	S	 	 	 	S	 	 	 
MTBC_B	2882-11	ERR552582		S	R	S	 	 	 	R	 	 	 
MTBC_B	2898-12	ERR552960		S	S	S	 	 	 	S	 	 	 
MTBC_B	2906-11	ERR551695		S	S	S	 	 	 	S	 	 	 
MTBC_B	2926-11	ERR551911		S	S	S	 	 	 	S	 	 	 
